Source:,"EM-DAT, CRED / UCLouvain, Brussels, Belgium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,www.emdat.be,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version:,2023-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
File creation:,"Wed, 09 Aug 2023 10:56:43 CEST",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table type:,Custom request,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of records:,767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dis No,Year,Seq,Glide,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,AID Contribution ('000 US$),Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damages ('000 US$),"Insured Damages, Adjusted ('000 US$)",Total Damages ('000 US$),"Total Damages, Adjusted ('000 US$)",CPI,Adm Level,Admin1 Code,Admin2 Code,Geo Locations
1989-0427-IND,1989,0427,,Natural,Meteorological,Extreme temperature ,Cold wave,,,India,IND,Southern Asia,Asia,,,,,,,,,,°C,,,,,1989,1,,1989,1,,18,,,,,,,,,,,42.3593430854381,,,,
1989-0591-IND,1989,0591,,Natural,Biological,Epidemic,Viral disease,,Dengue,India,IND,Southern Asia,Asia,,,,,,,,,,Vaccinated,,,,,1989,,,1989,,,200,,,,,,,,,,,42.3593430854381,,,,
1990-0414-IND,1990,0414,,Natural,Hydrological,Flood,Riverine flood,,,India,IND,Southern Asia,Asia,Tami Nadu state,Monsoonal rain,"Slide (land, mud, snow, rock)",,,No,No,,,Km2,,,,,1990,10,24,1990,10,28,60,,,,,,,,,,,44.6458774383636,,,,
1990-0396-IND,1990,0396,,Natural,Meteorological,Storm,Convective storm,Severe storm,,India,IND,Southern Asia,Asia,Golfe du Bengale,,,,,,,,,Kph,,,,,1990,8,20,1990,8,20,500,,,,,,,,,,,44.6458774383636,,,,
1990-0397-IND,1990,0397,,Natural,Meteorological,Storm,Convective storm,Severe storm,,India,IND,Southern Asia,Asia,Gujarat,,,,,,,,,Kph,,,,,1990,8,25,1990,8,25,120,,,,,,,,,2200000,4927667,44.6458774383636,,,,
1990-0103-IND,1990,0103,,Natural,Hydrological,Flood,Flash flood,,,India,IND,Southern Asia,Asia,"Jammu, Kargil district (Kashmir)",Brief torrential rain,,,,No,No,,,Km2,,,,Ballol canal,1990,3,21,1990,3,22,69,,,,,,,,,,,44.6458774383636,,,,
1990-0714-IND,1990,0714,,Natural,Hydrological,Flood,Riverine flood,,,India,IND,Southern Asia,Asia,Bombay (Assam state),Heavy rain,,,,No,No,,17800,Km2,,,,,1990,6,13,1990,6,18,21,,,,,,,,,,,44.6458774383636,,,,
1990-0406-IND,1990,0406,,Natural,Hydrological,Landslide,Landslide,,,India,IND,Southern Asia,Asia,Sikkim,,,,,,,,,,,,,,1990,9,16,1990,9,16,30,,,,,,,,,,,44.6458774383636,,,,
1990-0019-IND,1990,0019,,Natural,Meteorological,Storm,Tropical cyclone,,02B,India,IND,Southern Asia,Asia,"Guntur, Krishna, East and West Godavari, Visakhapatnam districts (Andhra Pradesh)",,,,Yes,No,No,,,Kph,,,,,1990,5,9,1990,5,9,957,,2600000,,2600000,,,,,580000,1299112,44.6458774383636,,,,
1990-0580-IND,1990,0580,,Natural,Meteorological,Storm,Tropical cyclone,,,India,IND,Southern Asia,Asia,Ganjam district (Orissa),,,,,No,No,,,Kph,,,,,1990,11,,1990,11,,250,,1500000,,1500000,,,,,112800,252655,44.6458774383636,,,,
1990-0423-IND,1990,0423,,Natural,Meteorological,Extreme temperature ,Cold wave,,,India,IND,Southern Asia,Asia,"North, West",,,,,,,,,°C,,,,,1990,12,29,1990,12,29,86,,,,,,,,,,,44.6458774383636,,,,
1990-0632-IND,1990,0632,,Natural,Meteorological,Extreme temperature ,Cold wave,,,India,IND,Southern Asia,Asia,"Haryana, Punjab, Jammu, Himachal Pradesh, Rajasthan states",,,,,,,,,°C,,,,,1990,1,,1990,1,,178,,,,,,,,,,,44.6458774383636,,,,
1990-0626-IND,1990,0626,,Natural,Biological,Epidemic,Parasitic disease,,,India,IND,Southern Asia,Asia,Gujarat,,,,,,,,,Vaccinated,,,,,1990,9,,1990,9,,58,,,,,,,,,,,44.6458774383636,,,,
1990-0589-IND,1990,0589,,Natural,Hydrological,Flood,,,,India,IND,Southern Asia,Asia,,,,,,,,,,Km2,,,,,1990,8,,1990,8,,74,,,2000,2000,,,,,,,44.6458774383636,,,,
1990-0590-IND,1990,0590,,Natural,Biological,Epidemic,,,Gastroenteritis,India,IND,Southern Asia,Asia,Bihar,,,,,,,,,Vaccinated,,,,,1990,8,,1990,8,,90,,18000,,18000,,,,,,,44.6458774383636,,,,
1990-0630-IND,1990,0630,,Natural,Meteorological,Storm,,,,India,IND,Southern Asia,Asia,"Meghalaya, Manipur, Tinsukia",,,,,,,,,Kph,,,,,1990,4,20,1990,4,20,16,,,,,,,,,,,44.6458774383636,,,,
1991-0431-IND,1991,0431,,Natural,Hydrological,Flood,Riverine flood,,,India,IND,Southern Asia,Asia, Near Thondebhavi (Karnataka),Monsoonal rain,"Slide (land, mud, snow, rock)",Transport accident,,No,No,,,Km2,,,,,1991,10,30,1991,10,30,60,,,,,,,,,,,46.5366206057622,,,,
1991-0368-IND,1991,0368,,Natural,Geophysical,Earthquake,Ground movement,,,India,IND,Southern Asia,Asia,"Harsil (near Gangotri, Uttarkashi's Bhagirathi valley, Uttar Pradesh)",,"Slide (land, mud, snow, rock)",,Yes,No,No,,6,Richter,30.780 N,78.774 E,,,1991,10,20,1991,10,20,1500,1383,53000,,54383,,,,,60000,128931,46.5366206057622,,,,
1991-0532-IND,1991,0532,,Natural,Hydrological,Flood,Riverine flood,,,India,IND,Southern Asia,Asia,"Haryana, Uttar Pradesh, Himachal Pradesh, Bihar states",Monsoonal rain,"Slide (land, mud, snow, rock)",,,No,No,,,Km2,,,,,1991,8,15,1991,8,29,88,,,,,,,,,,,46.5366206057622,,,,
1991-0527-IND,1991,0527,,Natural,Hydrological,Flood,Riverine flood,,,India,IND,Southern Asia,Asia,"Andhra Pradesh, Maharashtra, Orissa, Gujarat, Madhya Pradesh",,Broken Dam/Burst bank,,,No,No,,,Km2,,,,,1991,7,30,1991,7,30,524,,,100000,100000,,,,,,,46.5366206057622,,,,
1991-0374-IND,1991,0374,,Natural,Meteorological,Storm,Tropical cyclone,,4B,India,IND,Southern Asia,Asia,"Andhra Pradesh, Tamil Nadu, Pondicherry",,Flood,,,No,No,,,Kph,,,,,1991,11,12,1991,11,19,125,,25000,,25000,,,,,,,46.5366206057622,,,,
1991-0189-IND,1991,0189,,Natural,Hydrological,Flood,Coastal flood,,,India,IND,Southern Asia,Asia,"Assam, Meghalaya states",Tropical cyclone,,,,No,No,,,Km2,,,,Brahmaputra,1991,7,13,1991,7,19,59,,2000000,300000,2300000,,,,,,,46.5366206057622,,,,
1991-0338-IND,1991,0338,,Natural,Hydrological,Flood,Coastal flood,,,India,IND,Southern Asia,Asia,"Assam, Tripura, Arunachal, Mizorem",Tropical cyclone,,,,No,No,,,Km2,,,,Ghagra,1991,5,7,1991,5,8,30,,2000000,,2000000,,,,,,,46.5366206057622,,,,
1991-0278-IND,1991,0278,,Natural,Hydrological,Flood,Riverine flood,,,India,IND,Southern Asia,Asia,"Bombay, Kerala, Gujarat",Heavy rain,,,,No,No,,491400,Km2,,,,,1991,6,10,1991,6,12,72,,300000,,300000,,,48000,103145,100000,214885,46.5366206057622,,,,
1991-0509-IND,1991,0509,,Natural,Hydrological,Flood,Riverine flood,,,India,IND,Southern Asia,Asia,Kerala state,Monsoon rains,,,,No,No,,,Km2,,,,,1991,6,1,1991,7,9,99,,,,,,,,,118000,253564,46.5366206057622,,,,
1991-0766-IND,1991,0766,,Natural,Hydrological,Flood,Riverine flood,,,India,IND,Southern Asia,Asia,West Bengal state,Monsoonal rain,,,,No,No,,91960,Km2,,,,,1991,9,14,1991,9,15,84,,4000000,,4000000,,,,,40000,85954,46.5366206057622,,,,
1991-0691-IND,1991,0691,,Natural,Biological,Epidemic,Bacterial disease,,Cholera,India,IND,Southern Asia,Asia,"Nagaon, Morigon districts (Assam)",,,,,,,,,Vaccinated,,,,,1991,10,,1991,10,,185,,,,,,,,,,,46.5366206057622,,,,
1992-0211-IND,1992,0211,,Natural,Meteorological,Storm,Convective storm,Severe storm,,India,IND,Southern Asia,Asia,"Kerala, Gujarat, Orissa states",,Flood,"Slide (land, mud, snow, rock)",,No,No,,,Kph,,,,,1992,6,17,1992,6,24,60,,,,,,,,,,,47.9461296367986,,,,
1992-0083-IND,1992,0083,,Natural,Hydrological,Flood,Riverine flood,,,India,IND,Southern Asia,Asia,"Uttar Pradesh, Jammu, Madhya Pradesh",Monsoonal rain,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,1992,9,8,1992,9,30,500,,70000,,70000,,,,,57850,120656,47.9461296367986,,,,
1992-0147-IND,1992,0147,,Natural,Hydrological,Flood,Riverine flood,,,India,IND,Southern Asia,Asia,"Vamanapuram, Amravilla (Trivadrum district, Kerala state)",,,,,,,,,Km2,,,,,1992,10,8,1992,10,8,51,,500,,500,,,,,182100,379801,47.9461296367986,,,,
1992-0333-IND,1992,0333,,Natural,Hydrological,Flood,Riverine flood,,,India,IND,Southern Asia,Asia,Orissa state,monsoonal rain,,,,No,No,,,Km2,,,,Mahanadi,1992,7,26,1992,7,31,16,,3000000,,3000000,,,,,,,47.9461296367986,,,,
1992-0332-IND,1992,0332,,Natural,Hydrological,Landslide,Landslide,,,India,IND,Southern Asia,Asia,Aizawl (Mizoram state),,,,,,,,,,,,,,1992,8,9,1992,8,9,60,,,,,,,,,,,47.9461296367986,,,,
1992-0097-IND,1992,0097,,Natural,Meteorological,Storm,Tropical cyclone,,,India,IND,Southern Asia,Asia,Naogoan district (Assam state),,,,,No,No,,140,Kph,,,,,1992,4,22,1992,4,22,25,100,,,100,,,,,,,47.9461296367986,,,,
1992-0500-IND,1992,0500,,Natural,Meteorological,Extreme temperature ,Cold wave,,,India,IND,Southern Asia,Asia,Bihar state,,,,,,,,,°C,,,,,1992,1,,1992,1,,275,,,,,,,,,,,47.9461296367986,,,,
1992-0483-IND,1992,0483,,Natural,Hydrological,Flood,,,,India,IND,Southern Asia,Asia,"Tamil Nadu, Kerala, Karnataka, Andhra Pradesh states",,,,Yes,No,No,,,Km2,,,,,1992,11,10,1992,11,10,179,,,500,500,,,,,69000,143912,47.9461296367986,,,,
1993-0074-IND,1993,0074,,Natural,Geophysical,Earthquake,Ground movement,,,India,IND,Southern Asia,Asia,"Killari, Haegoan, Sostour, Holi (Latur and Osmanabad districts, Maharastra state)",,,,Yes,No,No,16452,6,Richter,16.40 N,74.20 E,,,1993,9,29,1993,9,29,9748,30000,,,30000,,,,,280000,567246,49.3613321649381,,,,
1993-0581-IND,1993,0581,,Natural,Geophysical,Earthquake,Ground movement,,,India,IND,Southern Asia,Asia,Latur area,,,,,No,No,,5,Richter,18.120 N,76.533 E,,,1993,11,12,1993,11,12,,25,500,,525,,,,,,,49.3613321649381,,,,
1993-0218-IND,1993,0218,,Natural,Hydrological,Flood,Flash flood,,,India,IND,Southern Asia,Asia,Karnataka state,Brief torrential rain,,,,No,No,,,Km2,,,,,1993,10,11,1993,10,21,35,,,10000,10000,,,,,,,49.3613321649381,,,,
1993-0325-IND,1993,0325,,Natural,Hydrological,Flood,Riverine flood,,,India,IND,Southern Asia,Asia,Uttar Pradesh,Heavy rain,,,,No,No,,,Km2,,,,,1993,9,9,1993,9,17,260,,,,,,,,,500000,1012939,49.3613321649381,,,,
1993-0326-IND,1993,0326,,Natural,Hydrological,Flood,Riverine flood,,,India,IND,Southern Asia,Asia,"Tripura, Karamganj (Assam)",,,,,,,,,Km2,,,,,1993,5,,1993,5,,,,,50000,50000,,,,,,,49.3613321649381,,,,
1993-0570-IND,1993,0570,,Natural,Hydrological,Flood,Riverine flood,,,India,IND,Southern Asia,Asia,Himachal Pradesh,,,,,,,,,Km2,,,,,1993,7,,1993,7,,175,,,,,,,,,,,49.3613321649381,,,,
1993-0208-IND,1993,0208,,Natural,Hydrological,Landslide,Landslide,,,India,IND,Southern Asia,Asia,Bombay,,,,,,,,,,,,,,1993,9,23,1993,9,23,20,25,,,25,,,,,,,49.3613321649381,,,,
1993-0085-IND,1993,0085,,Natural,Meteorological,Storm,Tropical cyclone,,,India,IND,Southern Asia,Asia,"Tamil Nadu, Karaikal region (Pondicherry)",,,,,,,,120,Kph,,,,,1993,12,4,1993,12,4,61,,12000,60000,72000,,,,,100000,202588,49.3613321649381,,,,
1993-0138-IND,1993,0138,,Natural,Meteorological,Storm,Tropical cyclone,,,India,IND,Southern Asia,Asia,"Near Kandi (Murshidabad district, West Bengal)",,,,,,,,200,Kph,,,,,1993,4,9,1993,4,9,125,500,,,500,,,,,,,49.3613321649381,,,,
1993-0569-IND,1993,0569,,Natural,Biological,Insect infestation,Locust,,,India,IND,Southern Asia,Asia,"Gujarat, Rajasthan states",,,,Yes,,,,,,,,,,1993,9,,1993,9,,,,,,,,,,,,,49.3613321649381,,,,
1993-9472-IND,1993,9472,,Natural,Climatological,Drought,Drought,,,India,IND,Southern Asia,Asia,"Bihar, Orissa, Andhra Pradesh, Maharashtra, Gujarat, Madhya Prasdesh, Uttar Pradesh, Karnataka",,,,,No,No,,,Km2,,,,,1993,3,,1993,10,,,,1175000,,1175000,,,,,,,49.3613321649381,,,,
1993-0042-IND,1993,0042,,Natural,Hydrological,Flood,,,,India,IND,Southern Asia,Asia,"Punjab, Haryana, Himachal Pradesh, Gujarat, Jammu and Kashmir, Rajasthan, Madhya Pradesh, Chandigarh, Assam states",,,,Yes,No,No,964,80937,Km2,,,,,1993,7,8,1993,7,31,827,,128000000,,128000000,,,,,7000000,14181141,49.3613321649381,,,,
1994-0068-IND,1994,0068,,Natural,Hydrological,Flood,,,,India,IND,Southern Asia,Asia,"Assam, Arunachal Pradesh, Jammu and Kashmir, Himachal, Punjab, Uttar Pradesh, Goa, Kerala, Gujarat states",,,,,No,No,211,,Km2,,,,,1994,5,,1994,10,,2001,50,12000000,60000,12060050,,,,,175000,345519,50.6484026622566,,,,
1994-0352-IND,1994,0352,,Natural,Meteorological,Storm,Tropical cyclone,,,India,IND,Southern Asia,Asia,"Tamil Nadu, Andhra Pradesh, Karnataka states",,Flood,,,No,No,,125,Kph,,,,,1994,10,31,1994,11,4,208,,428500,,428500,,,,,19100,37711,50.6484026622566,,,,
1994-0762-IND,1994,0762,,Natural,Meteorological,Storm,Convective storm,Tornado,,India,IND,Southern Asia,Asia,Mormugao,,,,,,,,,Kph,,,,,1994,6,7,1994,6,7,11,100,,,100,,,,,,,50.6484026622566,,,,
1994-0763-IND,1994,0763,,Natural,Hydrological,Flood,Riverine flood,,,India,IND,Southern Asia,Asia,New Delhi,,,,,,,,,Km2,,,,,1994,8,17,1994,8,17,14,50,,2500,2550,,,,,,,50.6484026622566,,,,
1994-0624-IND,1994,0624,,Natural,Meteorological,Extreme temperature ,Heat wave,,,India,IND,Southern Asia,Asia,"New Delhi, Rajasthan, Madhya Pradesh",,,,,,,,49,°C,,,,,1994,5,,1994,5,,161,,,,,,,,,,,50.6484026622566,,,,
1994-0219-IND,1994,0219,,Natural,Biological,Epidemic,Bacterial disease,,Pneumonic,India,IND,Southern Asia,Asia,"Surat (Gujarat state), Beed (Maharashtra state)",,,,,,,,,Vaccinated,,,,,1994,9,28,1994,9,28,53,,5150,,5150,,,,,,,50.6484026622566,,,,
1995-0485-IND,1995,0485,,Natural,Hydrological,Flood,Riverine flood,,,India,IND,Southern Asia,Asia,Sikkim state,Monsoonal rain,"Slide (land, mud, snow, rock)",,,No,No,,6520,Km2,,,,,1995,9,5,1995,9,8,35,,,,,,,,,252,484,52.0692986874991,,,,
1995-0228-IND,1995,0228,,Natural,Hydrological,Flood,Riverine flood,,,India,IND,Southern Asia,Asia,"Bihar, Haryana, Punjab, Rajasthan, Himachal Pradesh, Jammu and Kasmir, Uttar Pradesh, West Bengal, Maharashtra states",Monsoonal rain,,,Yes,No,No,427,762900,Km2,,,,"Ganges, Yamuna",1995,9,1,1995,9,20,1479,,32704000,,32704000,,,,,258000,495494,52.0692986874991,,,,
1995-0491-IND,1995,0491,,Natural,Hydrological,Flood,Riverine flood,,,India,IND,Southern Asia,Asia,Andhra Pradesh,Heavy rain,,,,No,No,,,Km2,,,,,1995,10,23,1995,10,23,,,,3000,3000,,,,,2000,3841,52.0692986874991,,,,
1995-0006-IND,1995,0006,,Natural,Hydrological,Landslide,Avalanche,,,India,IND,Southern Asia,Asia,Kashmir province,Snow storm and heavy winds,,,,No,No,,,,,,,,1995,1,16,1995,1,16,200,250,5000,,5250,,,,,,,52.0692986874991,,,,
1995-0118-IND,1995,0118,,Natural,Hydrological,Landslide,Landslide,,,India,IND,Southern Asia,Asia,Mizoram State,,,,,,,,,,,,,,1995,6,3,1995,6,3,40,,,14285,14285,,,,,4500,8642,52.0692986874991,,,,
1995-0202-IND,1995,0202,,Natural,Hydrological,Landslide,Landslide,,,India,IND,Southern Asia,Asia,Kulla (Himachal Pradesh),,,,,,,,,,,,,,1995,9,12,1995,9,12,400,,,1100000,1100000,,,,,,,52.0692986874991,,,,
1995-0275-IND,1995,0275,,Natural,Meteorological,Storm,Tropical cyclone,,,India,IND,Southern Asia,Asia,"Orissa, Andra Pradesh",,,,,,,,,Kph,,,,,1995,11,10,1995,11,10,128,,,,,,,,,46300,88920,52.0692986874991,,,,
1995-0462-IND,1995,0462,,Natural,Meteorological,Storm,Tropical cyclone,,,India,IND,Southern Asia,Asia,Andhra Pradesh,,,,,No,No,,,Kph,,,,,1995,10,20,1995,10,23,94,,12000,,12000,,,,,2000,3841,52.0692986874991,,,,
1995-0112-IND,1995,0112,,Natural,Meteorological,Extreme temperature ,Heat wave,,,India,IND,Southern Asia,Asia,"Bihar, Punjab, Haryana and Jammu, Kashmir, Tamil Nadu, Maharashtra, Orissa, Uttar Pradesh, New Delhi, Rajasthan, Madhya Pradesh",,,,,No,No,,50,°C,,,,,1995,5,8,1995,6,21,558,,,,,,,,,,,52.0692986874991,,,,
1996-0106-IND,1996,0106,,Natural,Meteorological,Storm,Tropical cyclone,,03,India,IND,Southern Asia,Asia,"Andhra Pradesh, Karnataka, Kerala, West Begal, Tamil Nadu, Gujarat, Maharashtra, Uttar Pradesh, Assam, Haryana, Jammu and Kashmir, Rajasthan, Arunachal, Bihar, Tripura states",,Flood,,,No,No,,,Kph,,,,,1996,6,14,1996,6,16,731,,1842100,,1842100,,,,,,,53.5955608540084,,,,
1996-0256-IND,1996,0256,,Natural,Meteorological,Storm,Tropical cyclone,,07B,India,IND,Southern Asia,Asia,"East and West Godavari, Kakinada (Andhra Pradesh state)",,Flood,,Yes,No,No,,,Kph,,,,,1996,11,6,1996,11,8,708,,7000000,,7000000,,,,,1500300,2799299,53.5955608540084,,,,
1996-0245-IND,1996,0245,,Natural,Hydrological,Flood,Riverine flood,,,India,IND,Southern Asia,Asia,"Tamil Nadu, Andhra Pradesh, Kerala, Karnataka states",Heavy rains,,,,No,No,1123,177500,Km2,,,,,1996,10,21,1996,10,25,388,,100000,,100000,,,,,90400,168671,53.5955608540084,,,,
1996-0496-IND,1996,0496,,Natural,Hydrological,Flood,Riverine flood,,,India,IND,Southern Asia,Asia,"West Bengal, Arunachal Pradesh, Assam",Monsoonal rain,,,,No,No,,129000,Km2,,,,Brahmaputra,1996,7,10,1996,7,24,82,,3000000,,3000000,,,,,85000,158595,53.5955608540084,,,,
1996-0503-IND,1996,0503,,Natural,Hydrological,Flood,Riverine flood,,,India,IND,Southern Asia,Asia,"Kishanganj, Darbhanga, Sitamarhi, Saharsa districts (Bihar state)",Heavy rains,,,,No,No,,171900,Km2,,,,"Gandak, Kosi, Sone, Bagmati, Andhawara",1996,7,17,1996,8,10,74,,4000000,,4000000,,,,,980,1829,53.5955608540084,,,,
1996-0208-IND,1996,0208,,Natural,Hydrological,Landslide,Landslide,,,India,IND,Southern Asia,Asia,"Karnataka, Andhra Pradesh, Maharashtra",,,,,,,,,,,,,,1996,9,30,1996,9,30,48,,,,,,,,,,,53.5955608540084,,,,
1996-0180-IND,1996,0180,,Natural,Meteorological,Storm,Tropical cyclone,,,India,IND,Southern Asia,Asia,Oman Sea,,,,,,,,,Kph,,,,,1996,7,2,1996,7,2,92,,,,,,,,,,,53.5955608540084,,,,
1996-0298-IND,1996,0298,,Natural,Meteorological,Storm,Tropical cyclone,,,India,IND,Southern Asia,Asia,Andhra Pradesh,,,,,,,,180,Kph,,,,,1996,12,4,1996,12,4,6,,335000,,335000,,,,,,,53.5955608540084,,,,
1996-0223-IND,1996,0223,,Natural,Biological,Epidemic,Viral disease,,Dengue fever,India,IND,Southern Asia,Asia,New Delhi,,,,,No,No,,56000,Vaccinated,,,,,1996,10,4,1996,11,28,354,,8423,,8423,,,,,,,53.5955608540084,,,,
1996-9328-IND,1996,9328,,Natural,Climatological,Drought,Drought,,,India,IND,Southern Asia,Asia,Rajasthan,,,,,No,No,,72000,Km2,,,,,1996,3,,1996,4,,,,,,,,,,,542400,1012024,53.5955608540084,,,,
1996-0181-IND,1996,0181,,Natural,Hydrological,Flood,,,,India,IND,Southern Asia,Asia,Jammu & Kashmir state,,,,,,,,29600,Km2,,,,,1996,8,23,1996,8,23,226,,70000,,70000,,,,,,,53.5955608540084,,,,
1996-0183-IND,1996,0183,,Natural,Hydrological,Flood,,,,India,IND,Southern Asia,Asia,Uttar Pradesh,,,,,No,No,,,Km2,,,,,1996,7,11,1996,7,11,21,10,,,10,,,,,,,53.5955608540084,,,,
1996-0501-IND,1996,0501,,Natural,Hydrological,Flood,,,,India,IND,Southern Asia,Asia,"Bihar, Assam, Gujarat, Haryana, Kerala, Rajasthan, Uttar Pradesh",,,,,No,No,,,Km2,,,,,1996,8,25,1996,9,1,500,,,100000,100000,,,,,17600,32839,53.5955608540084,,,,
1997-0115-IND,1997,0115,,Natural,Geophysical,Earthquake,Ground movement,,,India,IND,Southern Asia,Asia,Jabalpur (Madhya Pradesh),,,,,No,No,,6,Richter,23.083 N,80.041 E,04:22,,1997,5,22,1997,5,22,43,1500,125000,30000,156500,,,,,37000,67459,54.8484541709928,,,,
1997-0182-IND,1997,0182,,Natural,Hydrological,Flood,Coastal flood,,,India,IND,Southern Asia,Asia,Coastal districts of West Bengal (no better info),,,,,,,,3,Km2,,,,,1997,8,22,1997,8,22,400,,,,,,,,,,,54.8484541709928,,,,
1997-0170-IND,1997,0170,,Natural,Hydrological,Flood,Riverine flood,,,India,IND,Southern Asia,Asia,"Chandigarh, Chirgaon, Himalayan state of Himachal Pradesh.",Monsoonal rain,,,,No,No,,,Km2,,,,Sutlej and Andhara rivers,1997,8,8,1997,8,14,135,20,,,20,,,6200,11304,71000,129448,54.8484541709928,,,,
1997-0337-IND,1997,0337,,Natural,Hydrological,Flood,Riverine flood,,,India,IND,Southern Asia,Asia,"Mehsana, Gandhi Nagar, Ahmedabad, Kheda, Sabarkanda, Vadodra, Banaskanda, Surender Nagar districts (Gujarat state)",Monsoonal rain,,,,No,No,,,Km2,,,,Sabarmati,1997,6,22,1997,6,28,111,,1000000,,1000000,,,,,153800,280409,54.8484541709928,,,,
1997-0357-IND,1997,0357,,Natural,Hydrological,Flood,Riverine flood,,,India,IND,Southern Asia,Asia,Guntoor (Guntur) and Prakasham districts (Andhra Pradesh),Heavy rain,,,,No,No,,,Km2,,,,,1997,9,19,1997,9,24,25,,,,,,,,,,,54.8484541709928,,,,
1997-0124-IND,1997,0124,,Natural,Hydrological,Landslide,Landslide,,,India,IND,Southern Asia,Asia,Gangtok (city) Level 1 = Sikkim,,,,,,,,,,,,,,1997,6,9,1997,6,9,28,30,,,30,,,,,,,54.8484541709928,,,,
1997-0165-IND,1997,0165,,Natural,Hydrological,Landslide,Landslide,,,India,IND,Southern Asia,Asia,Darjeeling Hills Level 1 = West Bengal,,,,,,,,,,,,,,1997,8,6,1997,8,6,23,,,2000,2000,,,,,,,54.8484541709928,,,,
1997-0226-IND,1997,0226,,Natural,Meteorological,Storm,Tropical cyclone,,,India,IND,Southern Asia,Asia,Andhra Pradesh,,,,,,,,,Kph,,,,,1997,8,22,1997,8,22,25,,,,,,,,,,,54.8484541709928,,,,
1997-0504-IND,1997,0504,,Natural,Biological,Epidemic,Bacterial disease,,,India,IND,Southern Asia,Asia,"Valsad, Chikali and Gandevi (Valsad district) and Vyara and Mahuva taluks (Surat district)",,,,,No,No,,,Vaccinated,,,,,1997,7,15,1997,9,11,48,,413,,413,,,,,,,54.8484541709928,,,,
1997-0509-IND,1997,0509,,Natural,Biological,Epidemic,Viral disease,,Polio,India,IND,Southern Asia,Asia,Lucknow (city) Level 1 = Uttar Pradesh,,,,,,,,,Vaccinated,,,,,1997,12,10,1997,12,10,,,210,,210,,,,,,,54.8484541709928,,,,
1997-0550-IND,1997,0550,,Natural,Biological,Epidemic,Viral disease,,Japanese encephalities,India,IND,Southern Asia,Asia,Kahool,,,,,No,No,,,Vaccinated,,,,,1997,,,1997,,,32,,267,,267,,,,,,,54.8484541709928,,,,
1997-0260-IND,1997,0260,,Natural,Hydrological,Flood,,,,India,IND,Southern Asia,Asia,"Andhra Pradesh, Arunachal Pradesh, Assam, Bihar, Gujarat, Himachal Pradesh, Jammu and Kashmir, Karnataka, Kerala, Maharashtra, Madyha Pradesh, Orissa, Punjab, Rajasthan, Sikkim, Uttar Pradesh, West Bengal states",,,,,,,,21840,Km2,,,,,1997,9,,1997,9,,1442,,29259000,,29259000,,,,,,,54.8484541709928,,,,
1997-0348-IND,1997,0348,,Natural,Hydrological,Flood,,,,India,IND,Southern Asia,Asia,West,,,,,,,,,Km2,,,,,1997,8,,1997,8,,244,,,,,,,,,,,54.8484541709928,,,,
1998-0106-IND,1998,0106,,Natural,Meteorological,Storm,Convective storm,Tornado,,India,IND,Southern Asia,Asia,"Tanton, Jaleshwar (Midnapore, West Bengal), Balasore district (Orissa)",,,,Yes,,,,110,Kph,,,,,1998,3,24,1998,3,24,250,2500,38000,,40500,,,,,10000,17953,55.6998628053472,,,,
1998-0061-IND,1998,0061,,Natural,Hydrological,Landslide,Landslide,,,India,IND,Southern Asia,Asia,Himachal Pradesh,,,,,,,,,,,,,,1998,3,5,1998,3,5,26,,,,,,,,,,,55.6998628053472,,,,
1998-0178-IND,1998,0178,,Natural,Hydrological,Landslide,Landslide,,,India,IND,Southern Asia,Asia,Assam,,,,,No,No,,,,,,,,1998,6,3,1998,6,3,48,150,,,150,,,,,,,55.6998628053472,,,,
1998-0253-IND,1998,0253,,Natural,Hydrological,Landslide,Landslide,,,India,IND,Southern Asia,Asia,"Malpa village (Pithoragrah district, Uttar Pradesh state)",,,,,,,,,,,,,,1998,8,17,1998,8,17,239,,200000,,200000,,,,,,,55.6998628053472,,,,
1998-0262-IND,1998,0262,,Natural,Hydrological,Landslide,Landslide,,,India,IND,Southern Asia,Asia,Mansuna village (Uttar Pradesh state),,,,,,,,,,,,,,1998,8,19,1998,8,19,37,,,,,,,,,,,55.6998628053472,,,,
